n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
144,1,0,0.2855993321,0,1,0
144,1,0,0.2855993321,1,0.9976809591,0.0001387524384
144,1,0,0.2855993321,2,0.9953211074,0.0002751031622
144,1,0,0.2855993321,3,0.9932613015,0.0003938749162
144,1,0,0.2855993321,4,0.9913983338,0.0005029248223
144,1,0,0.2855993321,5,0.9896676422,0.0006002853182
144,1,0,0.2855993321,6,0.9880380812,0.000691305784
144,1,0,0.2855993321,7,0.9864947266,0.0007776378857
144,1,0,0.2855993321,8,0.9850135911,0.0008612487329
144,1,0,0.2855993321,9,0.9835904701,0.0009424793066
144,1,0,0.2855993321,10,0.9822154566,0.001022427889
144,1,0,0.2855993321,11,0.9808778765,0.00109400054
144,1,0,0.2855993321,12,0.9795749031,0.001161594764
144,1,0,0.2855993321,13,0.9783058283,0.00122395904
144,1,0,0.2855993321,14,0.9770580018,0.001284290176
144,1,0,0.2855993321,15,0.9758379711,0.001339595604
144,1,0,0.2855993321,16,0.9746347277,0.001392716467
144,1,0,0.2855993321,17,0.9734531769,0.001446357443
144,1,0,0.2855993321,18,0.9723032628,0.001499425327
144,1,0,0.2855993321,19,0.9711664812,0.001555681155
144,1,0,0.2855993321,20,0.9700413994,0.001612532
144,1,0,0.2855993321,21,0.9689235472,0.001669207804
144,1,0,0.2855993321,22,0.9678177799,0.001729113963
144,1,0,0.2855993321,23,0.9667227569,0.001789600909
144,1,0,0.2855993321,24,0.9656424898,0.001847678618
144,1,0,0.2855993321,25,0.9645698084,0.001905336223
144,1,0,0.2855993321,26,0.9635154185,0.001960911505
144,1,0,0.2855993321,27,0.9624741971,0.0020137552
144,1,0,0.2855993321,28,0.9614428964,0.00206926862
144,1,0,0.2855993321,29,0.9604191317,0.002125633521
144,1,0,0.2855993321,30,0.9594106869,0.002182430771
144,1,0,0.2855993321,31,0.9584052256,0.002240475663
144,1,0,0.2855993321,32,0.957406425,0.002299230849
144,1,0,0.2855993321,33,0.9564144805,0.002351736348
144,1,0,0.2855993321,34,0.9554289969,0.002406418866
144,1,0,0.2855993321,35,0.954449516,0.002462702588
144,1,0,0.2855993321,36,0.9534804644,0.00251391135
144,1,0,0.2855993321,37,0.9525269779,0.002566626274
144,1,0,0.2855993321,38,0.9515785527,0.002621341962
144,1,0,0.2855993321,39,0.9506418348,0.002676027757
144,1,0,0.2855993321,40,0.9497127274,0.002732888015
144,1,0,0.2855993321,41,0.9487977968,0.002786808845
144,1,0,0.2855993321,42,0.9478835285,0.002838160441
144,1,0,0.2855993321,43,0.9469779207,0.00288811968
144,1,0,0.2855993321,44,0.9460899406,0.002935130001
144,1,0,0.2855993321,45,0.9451963607,0.002981956015
144,1,0,0.2855993321,46,0.9443072596,0.003026942112
144,1,0,0.2855993321,47,0.9434440091,0.00307023096
144,1,0,0.2855993321,48,0.9425757474,0.003112268551
144,1,0,0.2855993321,49,0.9417114971,0.003154217843
144,1,0,0.2855993321,50,0.9408499005,0.00319454366
144,1,0,0.2855993321,51,0.9399901016,0.003237886586
144,1,0,0.2855993321,52,0.9391405037,0.003283675556
144,1,0,0.2855993321,53,0.9383027471,0.003325528903
144,1,0,0.2855993321,54,0.9374718529,0.003365539792
144,1,0,0.2855993321,55,0.9366455617,0.003408536674
144,1,0,0.2855993321,56,0.9358234811,0.00345097576
144,1,0,0.2855993321,57,0.9350100745,0.003497341812
144,1,0,0.2855993321,58,0.9341961732,0.003541777759
144,1,0,0.2855993321,59,0.9333845835,0.003581784393
144,1,0,0.2855993321,60,0.9325775187,0.003621220504
144,1,0,0.2855993321,61,0.9317682623,0.003661330073
144,1,0,0.2855993321,62,0.9309578485,0.003702880383
144,1,0,0.2855993321,63,0.930156112,0.003742188813
144,1,0,0.2855993321,64,0.929347192,0.003781285561
144,1,0,0.2855993321,65,0.9285475663,0.003816673569
144,1,0,0.2855993321,66,0.9277432305,0.003854005817
144,1,0,0.2855993321,67,0.9269422835,0.003891347151
144,1,0,0.2855993321,68,0.926150803,0.003926494262
144,1,0,0.2855993321,69,0.9253666217,0.003963745337
144,1,0,0.2855993321,70,0.9245768266,0.004001867434
144,1,0,0.2855993321,71,0.9237831568,0.004037504379
144,1,0,0.2855993321,72,0.9229944084,0.004075638897
144,1,0,0.2855993321,73,0.9222122553,0.004112097984
144,1,0,0.2855993321,74,0.9214353231,0.004151543328
144,1,0,0.2855993321,75,0.9206595692,0.004193914942
144,1,0,0.2855993321,76,0.919891486,0.004238038821
144,1,0,0.2855993321,77,0.9191276191,0.004280568221
144,1,0,0.2855993321,78,0.9183494418,0.004328225849
144,1,0,0.2855993321,79,0.9175612344,0.004376043418
144,1,0,0.2855993321,80,0.9167869276,0.004421645687
144,1,0,0.2855993321,81,0.9160130373,0.004464439334
