n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
144,1,0,0.4038984489,0,1,0
144,1,0,0.4038984489,2,0.9950976903,0.001093988145
144,1,0,0.4038984489,4,0.9904731566,0.002080633668
144,1,0,0.4038984489,6,0.9863337602,0.002968783746
144,1,0,0.4038984489,8,0.9825481004,0.003798817887
144,1,0,0.4038984489,10,0.9790034336,0.004586305359
144,1,0,0.4038984489,12,0.9756251429,0.00535515715
144,1,0,0.4038984489,14,0.9723289852,0.006108052695
144,1,0,0.4038984489,16,0.9690933007,0.006843140688
144,1,0,0.4038984489,18,0.9659076913,0.007582460647
144,1,0,0.4038984489,20,0.962823036,0.00827953142
144,1,0,0.4038984489,22,0.959795705,0.008940498031
144,1,0,0.4038984489,24,0.9567830213,0.009598178712
144,1,0,0.4038984489,26,0.9539166672,0.01022194119
144,1,0,0.4038984489,28,0.9510941892,0.01079274421
144,1,0,0.4038984489,30,0.9483961356,0.01131375491
144,1,0,0.4038984489,32,0.9457284651,0.01184943091
144,1,0,0.4038984489,34,0.9431178458,0.01238989807
144,1,0,0.4038984489,36,0.9405147734,0.01290439267
144,1,0,0.4038984489,38,0.9379961088,0.01337055251
144,1,0,0.4038984489,40,0.9355166391,0.01383550761
144,1,0,0.4038984489,42,0.9330974564,0.01428443246
144,1,0,0.4038984489,44,0.9307114077,0.0147321354
144,1,0,0.4038984489,46,0.9283208788,0.01517635626
144,1,0,0.4038984489,48,0.9259381814,0.01559009437
144,1,0,0.4038984489,50,0.9235722744,0.01605589399
144,1,0,0.4038984489,52,0.9212515296,0.01650702067
144,1,0,0.4038984489,54,0.9188960848,0.01694667697
144,1,0,0.4038984489,56,0.9165492648,0.01738596372
144,1,0,0.4038984489,58,0.914205837,0.0178476586
144,1,0,0.4038984489,60,0.9118238859,0.01834851837
144,1,0,0.4038984489,62,0.9094599084,0.01885775976
144,1,0,0.4038984489,64,0.9071274025,0.01936229001
144,1,0,0.4038984489,66,0.904812206,0.01987649765
144,1,0,0.4038984489,68,0.9025163298,0.02039451914
144,1,0,0.4038984489,70,0.9003167575,0.02088837476
144,1,0,0.4038984489,72,0.8981522893,0.02135066292
144,1,0,0.4038984489,74,0.8959001996,0.02188239136
144,1,0,0.4038984489,76,0.8937225587,0.02240365547
144,1,0,0.4038984489,78,0.8914928504,0.02292854451
144,1,0,0.4038984489,80,0.8892492956,0.02346042349
144,1,0,0.4038984489,82,0.8869948498,0.02401723074
144,1,0,0.4038984489,84,0.8848088631,0.02457257241
144,1,0,0.4038984489,86,0.8826362433,0.02514440825
144,1,0,0.4038984489,88,0.8804806166,0.02571345076
144,1,0,0.4038984489,90,0.8783607569,0.026249614
144,1,0,0.4038984489,92,0.8762633307,0.02680093755
144,1,0,0.4038984489,94,0.8742379949,0.02733080428
144,1,0,0.4038984489,96,0.8723030917,0.02780248345
144,1,0,0.4038984489,98,0.8704351013,0.02828520396
144,1,0,0.4038984489,100,0.8685521894,0.02879725443
144,1,0,0.4038984489,102,0.866612751,0.02930035533
144,1,0,0.4038984489,104,0.8646834181,0.02980070252
144,1,0,0.4038984489,106,0.8628102461,0.03029381714
144,1,0,0.4038984489,108,0.8610732778,0.03075295255
144,1,0,0.4038984489,110,0.8593769013,0.03119651649
144,1,0,0.4038984489,112,0.8576778301,0.03163388358
144,1,0,0.4038984489,114,0.8559815698,0.03205708587
144,1,0,0.4038984489,116,0.8542768853,0.03250214966
144,1,0,0.4038984489,118,0.8525332289,0.03298462959
144,1,0,0.4038984489,120,0.8508025651,0.03348310246
144,1,0,0.4038984489,122,0.8491301194,0.03393108057
144,1,0,0.4038984489,124,0.8474499728,0.03438729013
144,1,0,0.4038984489,126,0.8457676957,0.03479180473
144,1,0,0.4038984489,128,0.8440673491,0.03519651754
144,1,0,0.4038984489,130,0.8424072791,0.03559434721
