n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
144,1,0,0.4038984489,0,1,0
144,1,0,0.4038984489,2,0.9863211987,0.0006922284067
144,1,0,0.4038984489,4,0.9774843375,0.001210042018
144,1,0,0.4038984489,6,0.9703810948,0.001622970874
144,1,0,0.4038984489,8,0.9643752683,0.002048108086
144,1,0,0.4038984489,10,0.9589507605,0.002534875344
144,1,0,0.4038984489,12,0.953883751,0.003028560242
144,1,0,0.4038984489,14,0.9493499138,0.003368023435
144,1,0,0.4038984489,16,0.9446970341,0.003712122962
144,1,0,0.4038984489,18,0.9404838035,0.004009389701
144,1,0,0.4038984489,20,0.9364294722,0.004216649266
144,1,0,0.4038984489,22,0.9327713884,0.00442269021
144,1,0,0.4038984489,24,0.929161235,0.004678816346
144,1,0,0.4038984489,26,0.9256379826,0.004918403941
144,1,0,0.4038984489,28,0.9222229481,0.005102097135
144,1,0,0.4038984489,30,0.918817721,0.005267339523
144,1,0,0.4038984489,32,0.9154352523,0.005408856611
144,1,0,0.4038984489,34,0.9121943998,0.005636894635
144,1,0,0.4038984489,36,0.9089221321,0.005851336237
144,1,0,0.4038984489,38,0.9058494099,0.006102292412
144,1,0,0.4038984489,40,0.9027866757,0.006394721117
144,1,0,0.4038984489,42,0.8998626363,0.006654008334
144,1,0,0.4038984489,44,0.8968879168,0.006933252379
144,1,0,0.4038984489,46,0.8941439755,0.007116444906
144,1,0,0.4038984489,48,0.8915294637,0.007338711133
144,1,0,0.4038984489,50,0.8888798015,0.007487478811
144,1,0,0.4038984489,52,0.8860675665,0.00767354715
144,1,0,0.4038984489,54,0.8834714924,0.007828853418
144,1,0,0.4038984489,56,0.8809386566,0.00804108244
144,1,0,0.4038984489,58,0.8784608808,0.008187043327
144,1,0,0.4038984489,60,0.8758837054,0.008420294905
144,1,0,0.4038984489,62,0.8733575807,0.008535339776
144,1,0,0.4038984489,64,0.8709852613,0.008742769249
144,1,0,0.4038984489,66,0.8687712981,0.008838882018
144,1,0,0.4038984489,68,0.86641185,0.008961132901
144,1,0,0.4038984489,70,0.8641641177,0.008963658158
144,1,0,0.4038984489,72,0.8619913844,0.008987862075
144,1,0,0.4038984489,74,0.8597351382,0.009083127563
144,1,0,0.4038984489,76,0.8575759349,0.009254106111
144,1,0,0.4038984489,78,0.8554900608,0.009442022633
144,1,0,0.4038984489,80,0.8534456879,0.009632323654
144,1,0,0.4038984489,82,0.8514075145,0.00974371067
144,1,0,0.4038984489,84,0.8493889391,0.009837213277
144,1,0,0.4038984489,86,0.8473746119,0.009981109264
144,1,0,0.4038984489,88,0.8453642878,0.01016074593
144,1,0,0.4038984489,90,0.8432612183,0.01032000042
144,1,0,0.4038984489,92,0.8410712569,0.0103998308
144,1,0,0.4038984489,94,0.8390227952,0.01058607193
144,1,0,0.4038984489,96,0.8369445946,0.01079016701
144,1,0,0.4038984489,98,0.8350040847,0.01095692457
144,1,0,0.4038984489,100,0.8332052957,0.01099361841
144,1,0,0.4038984489,102,0.8314634036,0.01102660985
144,1,0,0.4038984489,104,0.8295761631,0.01114809861
144,1,0,0.4038984489,106,0.8278312086,0.01120480608
144,1,0,0.4038984489,108,0.8262259977,0.01124636882
144,1,0,0.4038984489,110,0.8247556397,0.01132055767
144,1,0,0.4038984489,112,0.8232377488,0.0112691678
144,1,0,0.4038984489,114,0.8216283594,0.0113810067
144,1,0,0.4038984489,116,0.8200531422,0.01143481969
144,1,0,0.4038984489,118,0.8182478735,0.01146409578
144,1,0,0.4038984489,120,0.8167324051,0.01152699577
144,1,0,0.4038984489,122,0.815014325,0.01166166775
144,1,0,0.4038984489,124,0.8132354268,0.01181682896
144,1,0,0.4038984489,126,0.8114853214,0.01189524768
144,1,0,0.4038984489,128,0.8098858926,0.0119814984
144,1,0,0.4038984489,130,0.8083403952,0.01191558003
144,1,0,0.4038984489,132,0.8065393881,0.01199991541
144,1,0,0.4038984489,134,0.8047544154,0.01206779709
144,1,0,0.4038984489,136,0.8029481325,0.01210668809
144,1,0,0.4038984489,138,0.8011681707,0.01220109256
144,1,0,0.4038984489,140,0.7995041824,0.01230133041
144,1,0,0.4038984489,142,0.7978684869,0.01240366558
144,1,0,0.4038984489,144,0.7962742414,0.01250557366
144,1,0,0.4038984489,146,0.7945912579,0.0126519815
144,1,0,0.4038984489,148,0.7929520385,0.01281119181
144,1,0,0.4038984489,150,0.7914285978,0.01294928875
144,1,0,0.4038984489,152,0.7900427806,0.01320586214
144,1,0,0.4038984489,154,0.7884721821,0.01336188886
144,1,0,0.4038984489,156,0.7869801407,0.01353414573
144,1,0,0.4038984489,158,0.7856197968,0.01374918877
144,1,0,0.4038984489,160,0.7839868651,0.01382738973
144,1,0,0.4038984489,162,0.7825933317,0.01395532811
144,1,0,0.4038984489,164,0.7812598791,0.01406100664
144,1,0,0.4038984489,166,0.7797511172,0.01414835465
144,1,0,0.4038984489,168,0.778125657,0.01437528901
144,1,0,0.4038984489,170,0.776565898,0.01449183472
144,1,0,0.4038984489,172,0.774926997,0.0145524504
144,1,0,0.4038984489,174,0.7732998474,0.01464311477
144,1,0,0.4038984489,176,0.7717443777,0.01480878282
144,1,0,0.4038984489,178,0.7701196327,0.01500200086
144,1,0,0.4038984489,180,0.7684576438,0.01519575116
144,1,0,0.4038984489,182,0.7667146322,0.0154332412
144,1,0,0.4038984489,184,0.7650637222,0.01571503954
144,1,0,0.4038984489,186,0.7637056111,0.01590450464
144,1,0,0.4038984489,188,0.7622377888,0.01611769611
144,1,0,0.4038984489,190,0.7609374651,0.01636651038
144,1,0,0.4038984489,192,0.7595105266,0.01659991507
144,1,0,0.4038984489,194,0.7581891765,0.01677206607
144,1,0,0.4038984489,196,0.7569405522,0.0169615209
144,1,0,0.4038984489,198,0.7555532578,0.01704076694
144,1,0,0.4038984489,200,0.7541462468,0.01704343553
144,1,0,0.4038984489,202,0.7527715527,0.01704728798
144,1,0,0.4038984489,204,0.7515679684,0.0170038238
144,1,0,0.4038984489,206,0.750107124,0.01702291165
144,1,0,0.4038984489,208,0.7487366845,0.01707357992
144,1,0,0.4038984489,210,0.7474116195,0.01710217632
144,1,0,0.4038984489,212,0.7457300166,0.01723651739
144,1,0,0.4038984489,214,0.7441466317,0.01742843394
144,1,0,0.4038984489,216,0.7424359266,0.01755855003
144,1,0,0.4038984489,218,0.7409656223,0.01768777426
144,1,0,0.4038984489,220,0.7396019573,0.01776503662
144,1,0,0.4038984489,222,0.7383228595,0.01785740958
144,1,0,0.4038984489,224,0.7369812234,0.01792205395
144,1,0,0.4038984489,226,0.7354762713,0.01800329115
144,1,0,0.4038984489,228,0.7340787596,0.01795262855
144,1,0,0.4038984489,230,0.7327413087,0.01802074625
144,1,0,0.4038984489,232,0.7314944424,0.0181460928
144,1,0,0.4038984489,234,0.7300259487,0.01830231293
144,1,0,0.4038984489,236,0.7288633525,0.0184530661
144,1,0,0.4038984489,238,0.7276035895,0.01854380932
144,1,0,0.4038984489,240,0.7262183133,0.01870019388
144,1,0,0.4038984489,242,0.7249315517,0.01888481598
144,1,0,0.4038984489,244,0.7236843756,0.01908014036
