n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
144,1,0,0.4038984489,0,1,0
144,1,0,0.4038984489,2,0.995896656,0.0006324160115
144,1,0,0.4038984489,4,0.992280693,0.00120606574
144,1,0,0.4038984489,6,0.9891609507,0.00174339764
144,1,0,0.4038984489,8,0.9863072723,0.002239678605
144,1,0,0.4038984489,10,0.9836204081,0.002687371145
144,1,0,0.4038984489,12,0.9811037771,0.003115040192
144,1,0,0.4038984489,14,0.9786954665,0.003546510229
144,1,0,0.4038984489,16,0.9763153458,0.00398597352
144,1,0,0.4038984489,18,0.9739233264,0.004436436564
144,1,0,0.4038984489,20,0.9716083018,0.004870179821
144,1,0,0.4038984489,22,0.9693499968,0.005248656232
144,1,0,0.4038984489,24,0.9672068572,0.005625431676
144,1,0,0.4038984489,26,0.9651921639,0.005973843873
144,1,0,0.4038984489,28,0.9631738048,0.006301614237
144,1,0,0.4038984489,30,0.9611628147,0.00664171407
144,1,0,0.4038984489,32,0.9592522122,0.006942748144
144,1,0,0.4038984489,34,0.9573559097,0.007239258075
144,1,0,0.4038984489,36,0.9554559303,0.007536120762
144,1,0,0.4038984489,38,0.9535896915,0.007851013243
144,1,0,0.4038984489,40,0.9517342867,0.008179446746
144,1,0,0.4038984489,42,0.9499429255,0.008522469543
144,1,0,0.4038984489,44,0.948189045,0.008831361115
144,1,0,0.4038984489,46,0.9465154308,0.009143669281
144,1,0,0.4038984489,48,0.944799577,0.009481402574
144,1,0,0.4038984489,50,0.9430063842,0.009836273362
144,1,0,0.4038984489,52,0.9412848882,0.01012771145
144,1,0,0.4038984489,54,0.9395790408,0.01040645112
144,1,0,0.4038984489,56,0.9378732401,0.01067994825
144,1,0,0.4038984489,58,0.9362213844,0.01091760665
144,1,0,0.4038984489,60,0.9345332644,0.01117308665
144,1,0,0.4038984489,62,0.9329019808,0.01139538996
144,1,0,0.4038984489,64,0.9312491637,0.01163183971
144,1,0,0.4038984489,66,0.929552554,0.01189150898
144,1,0,0.4038984489,68,0.9279279734,0.01212882125
144,1,0,0.4038984489,70,0.9262116235,0.01240070842
144,1,0,0.4038984489,72,0.9245576271,0.0126666152
144,1,0,0.4038984489,74,0.9229264852,0.01291968067
144,1,0,0.4038984489,76,0.9213082378,0.01315499399
144,1,0,0.4038984489,78,0.9197371325,0.01336678838
144,1,0,0.4038984489,80,0.9181805376,0.01360870132
144,1,0,0.4038984489,82,0.91659632,0.01389877672
144,1,0,0.4038984489,84,0.9150207102,0.0141662879
144,1,0,0.4038984489,86,0.9134447632,0.01445794439
144,1,0,0.4038984489,88,0.9119001816,0.01473740109
144,1,0,0.4038984489,90,0.9104168772,0.0150049693
144,1,0,0.4038984489,92,0.9090098762,0.01524160106
144,1,0,0.4038984489,94,0.907649408,0.01546421864
144,1,0,0.4038984489,96,0.9062756372,0.01572404474
144,1,0,0.4038984489,98,0.9048961121,0.01598605733
144,1,0,0.4038984489,100,0.903592992,0.01622269916
144,1,0,0.4038984489,102,0.9022902913,0.01646711202
144,1,0,0.4038984489,104,0.900975267,0.016710347
144,1,0,0.4038984489,106,0.8997284199,0.0169363982
144,1,0,0.4038984489,108,0.8984980508,0.0171515542
144,1,0,0.4038984489,110,0.8971688605,0.01737066413
144,1,0,0.4038984489,112,0.8958827784,0.01755313228
144,1,0,0.4038984489,114,0.8946549678,0.0177607359
144,1,0,0.4038984489,116,0.8934501926,0.01796584105
144,1,0,0.4038984489,118,0.8922626367,0.01815804542
144,1,0,0.4038984489,120,0.8910806401,0.018332339
144,1,0,0.4038984489,122,0.8899143292,0.01854475265
144,1,0,0.4038984489,124,0.8887288102,0.01875086083
144,1,0,0.4038984489,126,0.8875412136,0.01894138821
144,1,0,0.4038984489,128,0.8863339305,0.01911954731
144,1,0,0.4038984489,130,0.8851386637,0.01927844578
144,1,0,0.4038984489,132,0.8839472707,0.01946285945
144,1,0,0.4038984489,134,0.8827324332,0.0196861431
144,1,0,0.4038984489,136,0.8815131898,0.01991605535
144,1,0,0.4038984489,138,0.8802952269,0.02013456444
144,1,0,0.4038984489,140,0.8790544654,0.02040579061
144,1,0,0.4038984489,142,0.8778390889,0.02063280745
144,1,0,0.4038984489,144,0.8765752599,0.02087739191
144,1,0,0.4038984489,146,0.8753339376,0.02108395587
144,1,0,0.4038984489,148,0.874079875,0.02130738126
144,1,0,0.4038984489,150,0.8728476373,0.02155854359
144,1,0,0.4038984489,152,0.8716195286,0.02184786155
144,1,0,0.4038984489,154,0.8703645182,0.02215084285
144,1,0,0.4038984489,156,0.8691303309,0.02244137916
144,1,0,0.4038984489,158,0.8679206233,0.02272531606
144,1,0,0.4038984489,160,0.866718034,0.0230040131
144,1,0,0.4038984489,162,0.8654829937,0.02330075009
144,1,0,0.4038984489,164,0.8642913887,0.02356802846
144,1,0,0.4038984489,166,0.863094519,0.02385154992
144,1,0,0.4038984489,168,0.8619181448,0.02413323158
144,1,0,0.4038984489,170,0.8607208996,0.02441789328
144,1,0,0.4038984489,172,0.8595582368,0.02469073334
144,1,0,0.4038984489,174,0.8583739183,0.02496513589
144,1,0,0.4038984489,176,0.8572439216,0.02523955163
144,1,0,0.4038984489,178,0.8561545946,0.02549834057
144,1,0,0.4038984489,180,0.8549814681,0.02572864759
144,1,0,0.4038984489,182,0.8537968031,0.02594064367
144,1,0,0.4038984489,184,0.8526117919,0.0261393646
144,1,0,0.4038984489,186,0.8514572814,0.02634895003
144,1,0,0.4038984489,188,0.8503029109,0.02654736643
144,1,0,0.4038984489,190,0.8491892739,0.0267347795
