n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
144,1,0,0.4038984489,0,1,0
144,1,0,0.4038984489,2,0.9917911206,0.0004720505901
144,1,0,0.4038984489,4,0.9854121865,0.0009020043315
144,1,0,0.4038984489,6,0.9800907395,0.001315401596
144,1,0,0.4038984489,8,0.9753184553,0.001657588456
144,1,0,0.4038984489,10,0.9708829687,0.002015879858
144,1,0,0.4038984489,12,0.966611855,0.002368431176
144,1,0,0.4038984489,14,0.9626759687,0.002664167549
144,1,0,0.4038984489,16,0.9588304933,0.002953795098
144,1,0,0.4038984489,18,0.9551051539,0.003248507221
144,1,0,0.4038984489,20,0.9515360042,0.003587130892
144,1,0,0.4038984489,22,0.9481325933,0.003927777499
144,1,0,0.4038984489,24,0.9448819882,0.004187401481
144,1,0,0.4038984489,26,0.9417053775,0.004429057186
144,1,0,0.4038984489,28,0.93856071,0.004674030333
144,1,0,0.4038984489,30,0.9354809293,0.004949037892
144,1,0,0.4038984489,32,0.9326102122,0.005154454305
144,1,0,0.4038984489,34,0.929773445,0.005395903106
144,1,0,0.4038984489,36,0.9269114514,0.005643179134
144,1,0,0.4038984489,38,0.9240084038,0.005862512522
144,1,0,0.4038984489,40,0.9211996371,0.006071174904
144,1,0,0.4038984489,42,0.9184067436,0.006305106959
144,1,0,0.4038984489,44,0.915687721,0.006526092754
144,1,0,0.4038984489,46,0.913087003,0.006711296949
144,1,0,0.4038984489,48,0.9106017222,0.006934349855
144,1,0,0.4038984489,50,0.9080781746,0.007139925466
144,1,0,0.4038984489,52,0.9056191467,0.007335461209
144,1,0,0.4038984489,54,0.9032334347,0.007517392822
144,1,0,0.4038984489,56,0.9008696018,0.007705982415
144,1,0,0.4038984489,58,0.8983489666,0.00788476433
144,1,0,0.4038984489,60,0.8959097849,0.008096896645
144,1,0,0.4038984489,62,0.8934759246,0.008290852885
144,1,0,0.4038984489,64,0.8909716924,0.008535006981
144,1,0,0.4038984489,66,0.8884748115,0.008788243467
144,1,0,0.4038984489,68,0.8861373858,0.009022578146
144,1,0,0.4038984489,70,0.8838347551,0.009224277205
144,1,0,0.4038984489,72,0.8815178231,0.009407817203
144,1,0,0.4038984489,74,0.8793231937,0.009599484865
144,1,0,0.4038984489,76,0.8770414696,0.009840704562
144,1,0,0.4038984489,78,0.8747353014,0.01003618977
144,1,0,0.4038984489,80,0.8723801253,0.01030399388
144,1,0,0.4038984489,82,0.8701489867,0.01050009283
144,1,0,0.4038984489,84,0.8680051031,0.01074893294
144,1,0,0.4038984489,86,0.8659314848,0.01096501713
144,1,0,0.4038984489,88,0.8637951563,0.01118483312
144,1,0,0.4038984489,90,0.8616494394,0.01145091755
144,1,0,0.4038984489,92,0.8595854741,0.01175010439
144,1,0,0.4038984489,94,0.8576054178,0.01202671021
144,1,0,0.4038984489,96,0.8556814331,0.01233682146
144,1,0,0.4038984489,98,0.8536787884,0.01265840187
144,1,0,0.4038984489,100,0.8517124419,0.01294646595
